dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,overview,address,website,activities,sports,postcode,lat,lon,diversity_index,number_of_activities,number_of_sports,student_trust_score,crime_rate,avg_rent_per_sqft,rent_level
10X353,High school,2013,Bronx,Van Cortlandt Village,X,10,World View High School,2018,551,55.39999999999999,44.6,1.3,23.0,71.5,3.3000000000000003,0.9000000000000001,17.4,25.0,75.5,167.0,91.3,8.52,0.0,324.0,82.72,10.49,"World View High School (WVHS) is a rigorous college-preparatory school with a primary focus on mathematics and the sciences. WVHS utilizes project-based learning to prepare students for college and careers. As members of our community, students are expected to present their research projects in every discipline twice every school year and maintain a college and career-ready profile. Students build rigorous research and evidence based skills while fostering their social and emotional growth as a member of an increasingly global community. WVHS teachers guide students through our mentoring program and advisory classes to ensure academic and personal success on their path towards becoming leaders in the school community and world beyond.",100 West Mosholu Parkway South,worldviewhs.org,Extracurricular activities and clubs will be determined by students and their interests.,Not specified,10468,40.879958,-73.889011,43.4536,1,0,8.34,81.72646684958282,16.215555555555554,1.0
10X368,Secondary School,2004,Bronx,Spuyten Duyvil-Kingsbridge,X,10,In-Tech Academy (M.S. / High School 368),2018,1022,45.3,54.7,4.2,8.4,82.3,1.5,3.6000000000000005,21.7,16.8,85.9,179.0,88.56,7.33,4.01,595.0,86.72,4.37,"IN-Tech Academy is a magnet school for applied global technology serving students in grades six through twelve. IN-Tech students become independent learners and creative thinkers through our technology, Advanced Placement and arts programs. We encourage students to use technology and other resources to compile, organize, analyze, create, and present new information which will ensure success in our competitive, fast-changing world. Our goal: When students finish their studies at IN-Tech Academy, they are fully prepared to choose from the many opportunities that will be available to them.",2975 Tibbett Avenue,in-techacademy.org,"Art, Band, Dance, Debate, Digital Media, DiversiDream, Drama, Guitar, Robotics, Morning News Team, MOUSE Squad, Music Appreciation, Musical Productions, National Honor Society, Student Government, Tutoring, Vocal Music, Web Design, Yearbook","Baseball, Basketball, Cheerleading, Softball, Track, Volleyball",10463,40.877935,-73.91369399999998,31.233,19,6,5.74,81.72646684958282,16.87629476584022,1.0
10X374,High school,2007,Bronx,Belmont,X,10,Knowledge and Power Preparatory Academy Internatio,2018,464,60.3,39.7,2.2,26.899999999999995,66.4,1.7000000000000002,2.8,24.6,11.0,87.1,167.0,85.0,14.78,0.0,564.0,92.38,4.26,"Our school is an International Baccalaureate (IB) World School that offers the IB Diploma to all juniors and seniors. Those who earn the IB Diploma can receive up to two years of college credit. IB scholars complete a minimum of 150 hours of community service and write a 4,000-word senior research paper. All student participate in multiple experiential learning opportunities (ELOs). Our advisory program provides support in social-emotional learning as well as college and career planning. To complement classroom learning, scholars are offered the opportunity to travel internationally every year.",500 East Fordham Road,kappainternational.org,"Adventure Club, Anime Club, Capital One Paid internships, Cooking Club, Debate Team, Film Club, Gay-Straight Alliance (GSA), JROTC, Mentoring and Medicine, Monthly Town Hall Meetings, Multicultural Club, NYU Mini-Meds, Student Magazine, Yoga Club","Basketball, Cheerleading, Flag Football, Volleyball, Swimming",10458,40.859466,-73.888625,48.5186,14,5,8.12,81.72646684958282,17.638472222222223,1.0
10X433,High school,2001,Bronx,Van Cortlandt Village,X,10,High School for Teaching and the Professions,2018,414,53.1,46.9,2.9,14.499999999999998,77.1,1.2,4.3,22.9,26.3,86.7,167.0,84.44,14.81,0.49,559.0,79.43,11.81,"Our school focuses on preparing students for careers in teaching and the computer industry as they are building a foundation to further their education in college, a post-secondary technical school, and/or careers. Our community school model provides students and families with a hub for academic and emotional support. Students enrolled in our school will have the opportunity to obtain certifications in specific fields.",2780 Reservoir Avenue,hsforteaching.org,Not specified," (Staff/Student Competitions), Volleyball, Weight Training",10468,40.869061,-73.89706600000002,38.17,0,3,7.3,81.72646684958282,16.215555555555554,1.0
10X434,High school,2001,Bronx,Belmont,X,10,Belmont Preparatory High School,2018,390,54.89999999999999,45.1,4.6,21.8,71.0,1.3,1.3,23.1,12.1,84.4,167.0,89.18,10.82,0.0,496.0,90.93,3.23,"Belmont Preparatory High School was founded in 2002 for academically talented students. The curriculum is based in the humanities and uses an interdisciplinary approach to challenge our scholars in all subjects so that they are college and career-ready upon graduation. We have incorporated numerous activities and programs geared towards achieving these goals including: Six AP courses, College Now college courses, full-time college advisor (CBI), SAT Prep for juniors and seniors; Partnerships with Fordham University, the opportunity to visit almost 100 elite colleges and universities, PSAL athletics, and extensive student activities; International and Domestic Educational Excursions, and National Honor Society.",500 East Fordham Road,belmontprephs.org,"Cheerleading, Community Service, Concert and Jazz Band, Drama, Guitar, Intramural Football and Basketball, JROTC, Just for Girls, Keyboarding, Leadership Program, Lincoln Center LEAD, Literary Magazine, Modern Dance, Mural, Music Appreciation, Peer Mediation, Peer Tutoring, Photography, Poetry Cafe and Slam, Poetry Jam, POSSE Foundation, Principal's Advisory Committee, Soccer Club, Social Awareness Club, Student Government, Swim Club, Theater for a New Audience, Yearbook","Flag Football, Girls Basketball, Intramural Basketball, Intramural Football, Swimming, Soccer, Volleyball Staff Student Competition, Weight Training",10458,40.859466,-73.888625,44.592200000000005,28,8,6.78,81.72646684958282,17.638472222222223,1.0
10X437,High school,2001,Bronx,Belmont,X,10,Fordham High School for the Arts,2018,319,76.2,23.8,1.6,38.6,55.2,2.5,2.2,21.6,3.8,89.3,167.0,91.4,8.6,0.0,449.0,96.21,2.0,"Recognizing the needs of artistically talented students to attend a local high school, Fordham High School for the Arts (FHSA) was created to offer an instructional program in instrumental music, vocal music, drama, the visual arts, and dance. A partnership with practicing artists will afford students the opportunity to explore and develop their talents in various mediums of artistic expression.",500 East Fordham Road,schools.nyc.gov/schoolportals/10/x437,"Cheerleading, Chess, Dance, Dance Team, Dramatic Arts, Instrumental Music, JROTC, Regents Academy, National Honor Society (NHS), Small Group Tutoring, Student Government, Technical Theater, Visual Arts, Vocal Music, Yearbook","Basketball, Swimming and Lifeguard Training, Weight Training",10458,40.859466,-73.888625,54.4935,15,3,6.98,81.72646684958282,17.638472222222223,1.0
10X438,High school,2001,Bronx,Belmont,X,10,Fordham Leadership Academy,2018,352,45.7,54.29999999999999,2.8,25.6,69.0,1.1,1.4,24.1,19.9,82.4,167.0,94.44,5.56,0.0,363.0,77.69,17.36,"At Fordham Leadership Academy, we cater to the whole child with our unwavering commitment to develop future leaders that are prepared for the challenges of the 21st century via academic excellence and character development. Fordham Leadership Academy creates opportunities for students to excel academically. At our school, all students looking to receive an academically challenging experience will participate in after-school internships, CUNY College Now, honors, advanced placement, and SUNY Albany college-level opportunities.",500 East Fordham Road,schools.nyc.gov/SchoolPortals/10/X438,Not specified,"Baseball (Varsity), Basketball (Varsity and JV, Girls' Club), Fencing, Showtime (Dance), Softball (Varsity), Step Team, Volleyball (Varsity Boys and Varsity Girls), Cheerleading, Swimming (Varsity Coed)",10458,40.859466,-73.888625,45.72630000000001,0,10,7.4399999999999995,81.72646684958282,17.638472222222223,1.0
10X439,High school,2001,Bronx,Belmont,X,10,Bronx High School for Law and Community Service,2018,402,57.49999999999999,42.5,1.5,27.6,66.7,1.7000000000000002,2.5,25.4,12.9,89.8,167.0,87.47,12.28,0.0,465.0,87.1,8.39,"Our mission at Bronx High School for Law and Community Service is to support self-motivation, intellectual curiosity, and integrity. Graduates successfully achieve their goals in college, career, and beyond. We are a small high school with a four-year college and career plan. It is our belief that all people, regardless of their socioeconomic status or ethnic background, can make meaningful contributions to humanity by serving others. With the help of our partners, students are offered meaningful experiences in their chosen area of interest. Instagram: @principal_barakat, Facebook Alumni Page: You went to Bronx High School for Law & Community Service",500 East Fordham Road,schools.nyc.gov/SchoolPortals/10/X439,"Alpha Phi Fem Club, Art Club, Book Club, Career Exploration Club, Dance Team, Drama Club, Film Club, Flag Football, Gaming Club, German Club, Intro to Latin Dance Club, Journalism Club, JROTC, LGBTQ Club, Men of Strength, Moot Court/Mock Trial, Neighborhood Helpers, Science Club, Soccer Club, Spanish Club, Tutoring in all subjects, Weight Training Club, Women of Strength, Work-based Learning Opportunities, Yearbook/Senior Committee","Intramural Sports: Basketball, Flag Football",10458,40.859466,-73.888625,47.7796,25,2,7.5600000000000005,81.72646684958282,17.638472222222223,1.0
10X440,High school,1929,Bronx,Van Cortlandt Village,X,10,DeWitt Clinton High School,2018,1119,43.2,56.8,10.7,31.7,52.1,2.3,3.1,18.9,14.800000000000002,78.8,167.0,82.41,17.5,0.0,1853.0,61.79,27.36,"DeWitt Clinton High School has a rich history of educating students in the Bronx for over 100 years. This comprehensive high school offers a wide variety of programs to fit every student's needs. These programs are structured as small learning communities (SLCs) where students choose their program of interest. The SLCs offer a personalized, safe, nurturing environment for learning with its own assistant principal, guidance counselor, and support staff. Students benefit from the care of a small school setting within a large school environment and from the range of instructional programs and activities that only a large school can offer. All students receive a core curriculum and begin their SLC specialty in the ninth grade.",100 West Mosholu Parkway South,dwchs.net,"Arista, Art, ASPIRA Leadership, Broadcast Crew, Chess, Chorus, Christian Seekers, Newspaper, Conflict Mediation, Dance Team, Drama, ELL Big Brother/Big Sister, Environmental Affairs, Film, First Ladies Club, Gentleman's Club, Health Occupations Students of America, Henna Club, Hip-Hop/Poetry, Jazz Band, Key Club, Law, Literary Magazine, Marching Band, MAD Asian, Martial Arts, Model UN, Muslim Student Association, Pre-Medical, ROTC, Tennis, Virtual Enterprise, Whiskers & Tails, Yearbook","Cheerleading, Dance Team, Step Team, Kung Fu, Soccer, and Swimming Clubs",10468,40.879958,-73.889011,61.51309999999999,34,6,2.8,81.72646684958282,16.215555555555554,1.0
10X442,High school,2003,Bronx,Van Cortlandt Village,X,10,"Celia Cruz Bronx High School of Music, The",2018,421,63.7,36.3,1.4,26.6,66.0,4.8,1.2,22.8,5.7,86.9,167.0,91.87,7.89,0.0,448.0,94.64,2.9,"The Celia Cruz Bronx High School of Music is a small school for students who are passionate about continuing their music studies while pursuing a challenging academic course of study. In addition to music instruction, students are expected to complete course requirements that lead to an Advanced Regents Diploma, college acceptance, and career readiness. The school curriculum requires a commitment of four years of music instruction. In addition, our school has partnerships with Metropolitan Opera, Carnegie Hall, American Museum of Natural History, CUNY Lehman College, and Tony Bennett's Exploring the Arts Foundation.",2780 Reservoir Avenue,ccbxhsm.org,"Chamber Music, Cheerleading, College Tours, Dance, Disney's Magic Music Days, Drama, FREE Summer Music Camp (Summer Bridge, Band, Strings, Choir, Girls Jazz Band and SING Musical Theater Production), Gospel/Mens Choirs, Guitar, Instrumental Quintets, Journalism, Musical Theater, Newsletter, Peer Mediation, Percussion, Performances and Competitions, Recycle-A-Bicycle, Rock/Latin Bands, SAT Prep, Senior Committee, Student Council, Student Recitals, Yearbook Committee, Yoga, Zumba","Baseball, Basketball, , Bowling, Swimming, Volleyball, Tennis",10468,40.869061,-73.89706600000002,49.1,29,7,7.08,81.72646684958282,16.215555555555554,1.0
10X445,High school,1959,Bronx,Van Cortlandt Village,X,10,The Bronx High School of Science,2018,3016,40.8,59.20000000000001,64.9,2.6,7.1,3.1,22.3,1.4,0.0,42.0,167.0,96.85,3.09,0.0,3675.0,99.7,0.19,"The Bronx High School of Science educates an academically gifted community of learners through a rigorous STEM curriculum. All academic disciplines are taught through the lens of inquiry to emphasize critical thinking and problem solving. The school cultivates a diverse community of lifelong learners who discover their passions through a collaborative and supportive network of students, educators and alumni. Drawing upon a long tradition of academic success, the Bronx High School of Science prepares students to flourish in the best colleges and universities, creating leaders and visionaries of the future. Included among the school's alumni are eight Nobel Prize winners and six Pulitzer Prize winners.",75 West 205th Street,bxscience.edu,"Over 70 Clubs: Big Sibs, Biology, Bridge Building, English and Social Studies Journals, Envirothon, Euro Challenge, Fed Challenge, Math, Math Team, Mock Trial, Model United Nation, Musical and Dramatic Theater Productions, National Honor Society, Physical Science, Oceanography, Robotics Teams, School Newspaper, Science Olympiad, S!NG, Speech and Debate Teams, Yearbook; Students can start new clubs.","Please visit the Bronx Science Homepage for a list of sports, coaches and achievements.",10468,40.879958,-73.889011,52.2392,21,2,7.94,81.72646684958282,16.215555555555554,1.0
10X477,High school,2002,Bronx,Spuyten Duyvil-Kingsbridge,X,10,Marble Hill High School for International Studies,2018,448,52.0,48.0,13.8,15.0,65.0,1.6,4.7,13.4,29.7,89.1,167.0,93.2,6.8,0.0,509.0,92.73,2.55,"The curriculum of Marble Hill High School for International Studies focuses on international studies, global awareness, and world languages. Our goal is to promote understanding and knowledge of other cultures as we prepare students for the future. The school provides opportunities for international exchange programs to various countries for students in grades ten through twelve. We have an international community representing more than 49 countries and our students speak over 40 different languages. All ninth graders are also matched with a mentor that will remain with them for four years through the iMentor Program. They write this mentor weekly and meet with them monthly.",99 Terrace View Avenue,Marblehillschool.org,"Clubs: Chess, Fashion, Gaming, Gay-Straight Alliance, Guitar, Health, Honor Society, Math, Meditation & Yoga, Model UN, Political Action.",Not specified,10463,40.877379,-73.912686,53.34909999999999,11,0,8.86,81.72646684958282,16.87629476584022,1.0
10X524,High school,2011,Bronx,Belmont,X,10,Crotona International High School,2018,333,50.5,49.5,1.5,6.3,87.7,0.6,3.9,3.3000000000000003,95.8,84.4,174.0,87.69,12.31,0.0,470.0,62.34,30.0,"Our mission is to partner with families and local organizations to serve English Language Learners who have recently immigrated to the United States from countries around the globe. Our graduates are prepared for success both in college and in careers in media & communications. Our school and classes are small; every student is known and supported to achieve. Staff and students work and learn collaboratively in heterogeneous groups. Students develop English language literacy and critical thinking skills by engaging in classroom projects, service learning, and internship programs. They learn to advocate for themselves and their families and to become active leaders in their communities.",2474 Crotona Avenue,crotonainternationalhs.org,Not specified,Soccer,10458,40.855392,-73.882487,22.512,0,1,7.98,81.72646684958282,17.638472222222223,1.0
10X546,High school,2003,Bronx,Spuyten Duyvil-Kingsbridge,X,10,Bronx Theatre High School,2018,347,69.2,30.8,1.2,32.3,60.5,3.5000000000000004,2.6,23.6,5.8,84.1,167.0,80.47,19.24,0.0,377.0,73.21,21.22,"We offer students the opportunity to earn a Regents diploma with an arts endorsement by adopting the model of a theater company. Our students stage plays, musicals, and their own original works to explore the universal themes of the human experience and acquire skills and knowledge to meet the learning standards outlined by the NY State Board of Regents. We utilize project-based learning and engage students as artists-at-work. Our program provides the college and career readiness skills for students to succeed in a post-secondary setting. Teaching artists work with teachers to create an ensemble for students to work together, learn together, and become strong contributors to society.",99 Terrace View Avenue,bxtheatre.org,"Academic Intervention Services, AIDS Awareness Day, Art, Blood Drive, Breast Cancer Walk, Canned Food Drive, Chorus, Dance Company, Enchanted Garden, English Language Arts (ELA) Enrichment Program, Fashion Show, Freshman Honors Theatre Ensemble, Guitar, Math, National Honor Society, Peer Mediation, Penny Harvest, PM School, Poetry Slam, Science, Senior Council, Stage Crew, Step Team, Student Government, Student Producers, Video Production Workshop, Yearbook",Not specified,10463,40.877379,-73.912686,52.7601,27,0,3.7199999999999998,81.72646684958282,16.87629476584022,1.0
10X549,High school,2003,Bronx,Van Cortlandt Village,X,10,Discovery High School,2018,490,48.2,51.8,4.1,16.5,75.9,1.2,2.2,25.3,25.1,85.9,168.0,88.44,11.35,0.0,532.0,82.33,12.41,"At Discovery, students are prepared for college and life after high school. Students learn how to reflect upon their own thinking and acquire the skills they need to be successful in the world of tomorrow. At our school, every student discovers and explores his or her potential. In addition to the strong emphasis on academics and preparation for college, Discovery emphasizes the importance of developing family-like bonds, both between the teachers and their students, and between the students themselves. Discovery strives to create a nurturing culture in which students enjoy learning and can be creative while maintaining healthy social bonds and relationships.",2780 Reservoir Avenue,schools.nyc.gov/SchoolPortals/10/X549,Not specified,Our students are eligible to participate in the Public Schools Athletic League Program (PSAL) on the Walton Educational Campus.,10468,40.869061,-73.89706600000002,39.43849999999999,0,1,8.74,81.72646684958282,16.215555555555554,1.0
10X565,High school,2012,Bronx,Belmont,X,10,High School for Energy and Technology,2018,406,23.2,76.8,3.7000000000000006,24.1,70.0,1.0,1.2,26.8,14.3,81.3,167.0,83.04,16.96,0.0,467.0,75.8,13.49,"The High School for Energy and Technology is committed to fostering a safe and nurturing culture of learning in a practical program that prepares students for professional careers in engineering and building technology. Students are supported as they move through our college and career preparatory sequence. We balance our challenging academic program with hands-on, project-based learning. Our graduates have both college and career options based on the values of sustainability. We offer local and national partnerships that provide students with the tools they need to succeed in the engineering and technical fields.",2474 Crotona Avenue,hsenergytech.org,"Rich after-school program to provide increased academic, artistic, and social support; Acting, Art, Environmental, Fitness, Guitar, Music, Peer Mediation/Conflict Resolution, Photography, Regents Prep, Skills USA, Student Senate, Tutoring","Boys: Baseball, Basketball, Rugby; Girls: Basketball, Bowling, Softball, Volleyball",10458,40.855392,-73.882487,45.03060000000001,14,6,6.0,81.72646684958282,17.638472222222223,1.0
10X696,High school,2002,Bronx,Van Cortlandt Village,X,10,High School of American Studies at Lehman College,2018,411,52.1,47.9,21.7,3.9,9.7,8.0,56.7,2.7,0.0,23.8,167.0,96.33,3.67,0.0,426.0,99.77,0.0,"Our school emphasizes the study of American history and offers a well-rounded academic program that aims to prepare students for admission to highly competitive colleges and for a wide range of careers in politics, law, journalism, business, science, mathematics, and the arts. All students engage in a three-year chronological study of American history. Through our collaboration with Lehman College, students have access to its campus library and athletic facilities, and take credit-bearing college classes and seminars in their junior and senior years. In all endeavors, we seek to encourage in our students a love for learning and an inquisitive spirit.",2925 Goulden Avenue,hsas-lehman.org,"Anime, Arts and Crafts, Astronomy, Band, Chess, Classic Film, Community Service, Dance Team, Debate, Drama, Electronics, Environmental, LGBTQ Alliance, Glee, Great Books, Journalism, Literary Magazine, Math Team, Mock Trial, Model United Nations, Moot Court, Music, National Honor Society (ARISTA), Poetry, Robotics, Running, School Newspaper, Science Research, Soccer, Spanish Honor Society, Speech, Student Government, Volleyball, World Cultures, Yearbook, Zumba","Running, Soccer, Tennis, Volleyball",10468,40.874725,-73.895543,61.409199999999984,36,4,8.46,81.72646684958282,16.215555555555554,1.0
11X249,High school,2004,Bronx,Co-op City,X,11,Bronx Health Sciences High School,2018,295,55.89999999999999,44.1,6.1,52.90000000000001,31.5,5.4,4.1,12.9,4.7,69.5,167.0,94.06,5.59,0.0,308.0,94.81,0.97,"This school is designed for students to explore the health sciences and related health career opportunities. Our young adults are equipped with the necessary literacy and scientific problem solving skills that enable them to become life-long learners while gaining a sense of personal and community responsibility. We emphasize literacy, character development, sensitivity, tolerance, and leadership as crucial components. Through partnerships with Lehman College and Council for Unity, students are exposed to special programs and resources. Academic requirements include the completion of four years of science, math, health sciences, community service, internships, and a portfolio assessment.",750 Baychester Avenue,schools.nyc.gov/SchoolPortals/11/X249,"After-School/Saturday Tutoring Programs, Community Service, Council for Unity, National Honor Society, Newsletter, Science, Science and Health Fairs, Student Government, Student Leadership Team",Not specified,10475,40.874035,-73.83166899999998,61.261599999999994,9,0,5.620000000000001,62.53312993793837,15.773333333333333,1.0
11X253,High school,2004,Bronx,Williamsbridge-Olinville,X,11,Bronx High School for Writing and Communication Ar,2018,317,47.3,52.7,4.7,47.6,43.8,1.6,2.2,23.7,15.5,70.7,167.0,83.23,15.51,0.95,472.0,69.07,17.37,"Our school values academics, college and career preparation, and participation in extracurricular activities. We offer academic support such as lunch and learns, after-school and Saturday tutoring, and advisory periods during which students engage in college and career exploration beginning in the ninth grade. We are a community of writers. Students compose poetry, drama, fiction, non-fiction, and songs. They write for school publications, participate in poetry slams, act in school plays, make films, and create artwork with professional writers, actors, and artists from our leading partners Epic Theatre Ensemble and Community-Word Project. We encourage all students to take part in extracurricular activities throughout their high school tenure.",800 East Gun Hill Road,bhswca.com,Not specified,Intramural Sports,10467,40.875172,-73.861649,57.86310000000001,0,1,8.5,62.53312993793837,18.64148148148148,1.0
11X265,High school,2004,Bronx,Williamsbridge-Olinville,X,11,Bronx Lab School,2018,371,38.0,62.0,2.4,35.0,56.3,3.0,3.2,30.2,15.4,83.3,167.0,81.06,18.94,0.0,487.0,61.6,20.12,"Founded on the principles of the Coalition of Essential Schools, our school offers a personalized learning community in which teachers develop trust and high expectations. Our courses are inquiry-based and help students develop critical thinking, research, and analytical skills. Our four-year advisory curriculum focuses on the academic, organizational, and social-emotional skills necessary for college. In our Office of College Placement students work with full-time counselors to explore post-secondary goals while completing college and scholarship applications. Since 2008, our graduates have succeeded in city, state and private colleges and are pursuing careers in business, media, social work, education, and technical fields.",800 East Gun Hill Road,bronxlabschool.org,"Academic Enrichment, Advisory Days (College Trips), Biking, Camping Trips (9th and 10th Grade), Dance, Drama, Explore Week (Three days of Service Learning Projects), Fitness, Instrumental and Vocal Music Program, Mosholu Montefiore Community Center Work Readiness Program (WIA), Peer Group Connection, Peer Mediation, Senior Internship, Student Council, Swimming, Technology, Visual Arts, Yearbook",Not specified,10467,40.875172,-73.861649,55.80310000000001,18,0,6.2,62.53312993793837,18.64148148148148,1.0
11X270,High school,2005,Bronx,Williamsbridge-Olinville,X,11,Academy for Scholarship and Entrepreneurship: A Co,2018,368,50.5,49.5,1.6,63.3,30.2,3.3000000000000003,1.6,22.6,5.2,73.6,171.0,82.12,15.36,2.23,480.0,73.33,16.67,"The Academy for Scholarship and Entrepreneurship is a small high school that combines a challenging academic curriculum with a demanding business and STEM education program. Our students are inspired to set the highest academic standards and career goals for themselves. They learn to think critically, communicate effectively, and be open to a wide range of ideas and experiences. A welcoming environment is a hallmark of the school.",921 East 228th Street,schools.nyc.gov/SchoolPortals/11/X270,"Cheerleading, Dance, Game Club, National Honor Society, Physical Fitness, Student Government, Tennis, Theater Arts, Yearbook",Not specified,10466,40.888242,-73.852714,50.650600000000004,9,0,6.42,62.53312993793837,17.5825,1.0
11X275,High school,2004,Bronx,Williamsbridge-Olinville,X,11,High School of Computers and Technology,2018,542,16.4,83.6,7.9,35.1,53.1,2.4,1.5,25.1,8.1,76.2,168.0,87.4,12.6,0.0,604.0,72.85,11.75,"The High School of Computers and Technology provides an environment where students prepare for a career in the computer industry as they are building a foundation to further their education in college or a post-secondary technical school. Mutual respect, understanding, value for community, and a quest for knowledge serve as guiding principles for our students and staff. All instruction is interdisciplinary and hands-on, with project-based learning. Students will be able to obtain certification(s) in specific fields while earning a Regents diploma.",800 East Gun Hill Road,schools.nyc.gov/SchoolPortals/11/X275,Not specified,Not specified,10467,40.875172,-73.861649,58.7796,0,0,6.26,62.53312993793837,18.64148148148148,1.0
11X288,High school,2004,Bronx,Bronxdale,X,11,Collegiate Institute for Math and Science,2018,607,43.3,56.7,11.5,34.3,40.4,2.0,11.9,18.6,3.3000000000000003,72.5,167.0,89.02,10.82,0.0,847.0,87.96,7.91,"Our educational program is designed to focus on courses in mathematics and science. All students are expected to study four years of math and science. Our course offerings include Advanced Placements courses (AP) in Calculus, Statistics, Chemistry and Physics, Regents-level Physics and Chemistry, Pre-Calculus, Anatomy & Physiology, and Biology. Additionally, students can take courses in Honors English and AP courses in English Literature & Composition, Spanish Language, US Government, and US History. Next year, we are planning to offer additional AP courses in Biology and World History. Our goal is to provide the best academic programs and extracurricular opportunities to ensure that our students are college & career ready.",925 Astor Avenue,schools.nyc.gov/SchoolPortals/11/X288,"All academic and artistic extracurricular activities on the Christopher Columbus Campus are open to students including: ASPIRA, Campus Bands (Pep, Jazz, and Concert), Choirs and Dance Activities, Cooking, Craft, Gaming, Journalism, Photography, Robotics, Science and Health Clubs, Senior Council, Social Issues, Student Government Association, Theater Class, Yearbook, Young Men's and Young Women's Leadership Programs",Basketball Tournament,10469,40.860443,-73.860729,69.1349,18,1,6.7,62.53312993793837,20.49,2.0
11X290,High school,2004,Bronx,Williamsbridge-Olinville,X,11,Bronx Academy of Health Careers,2018,359,66.6,33.4,3.9,41.2,52.1,1.7000000000000002,1.1,20.9,13.1,78.6,167.0,89.53,9.64,0.55,508.0,78.74,15.55,"We prepare students for a variety of health professions including medicine, medical technology, nursing, pharmacology, and physical therapy. We familiarize our students with the habits, practices, and educational requirements needed to become a health professional, and provide them with opportunities to volunteer and intern in local healthcare institutions. Students study four years of science and math and become well prepared to meet the challenges of a college education. We collaborate with colleges to offer our students an opportunity to take college-level, credit-bearing courses at no cost. Our staff works with parents to ensure students receive the support they need to succeed.",800 East Gun Hill Road,schools.nyc.gov/SchoolPortals/11/X290,"Anime, Art, Attendance Incentives, Book, Chess, Cooking, CPR and First Aid Certification, Dance, Global Girls, National Honor Society, Peer Mediation Program/Certification, Regents and SAT Preparation, Robotics, Step Team, Student Council, Talent Shows, Theatre, Tutoring, Volunteering","Baseball, Basketball and JV Basketball, Cross Country, Football and JV Football, Indoor Track, Outdoor Track, Soccer, Softball, Swimming, Volleyball",10467,40.875172,-73.861649,55.688399999999994,19,10,5.64,62.53312993793837,18.64148148148148,1.0
11X299,High school,2004,Bronx,Bronxdale,X,11,Astor Collegiate Academy,2018,500,43.6,56.39999999999999,8.0,27.800000000000004,49.2,3.0,12.0,23.0,7.6,72.2,167.0,84.19,15.61,0.0,552.0,79.71,7.07,"Astor Collegiate Academy (ACA) provides its students with diverse English, history, math, and science curriculum that instills a strong educational foundation promoting post-secondary success. ACA supports the growth of young adults through an emphasis on academic performance specifically in science and writing through a four-year science sequence and elective writing classes. To support our college focus, students have the opportunity to enroll in Advanced Placement at ACA and college level courses at Lehman College. By forming partnerships among students, teachers, and parents/guardians, students become creative and inspirational individuals who value commitment and integrity.",925 Astor Avenue,astorcollegiate.com,"ACA activities: College Field Trips, Hostos Sponsored After-School Science Program, Leadership, Lunch Time Tutoring Program, National Honor Society, Ninth Grade After-School Program, School Leadership Team, and Yearbook; Campus Activities: Acting, Concert Band, Jazz Band, Pep Band, Sports",Not specified,10469,40.860443,-73.860729,65.8952,12,0,5.2,62.53312993793837,20.49,2.0
11X418,High school,2001,Bronx,Pelham Parkway,X,11,Bronx High School for the Visual Arts,2018,461,49.9,50.1,3.7000000000000006,27.1,59.0,0.9000000000000001,9.3,29.7,6.1,78.3,168.0,83.22,16.33,0.45,538.0,72.3,16.91,"We offer a challenging, sequential, four-year pre-professional art program and an interdisciplinary academic curriculum within a close-knit school community. We offer two visual arts programs: one focuses on developing general knowledge, while the other prepares students to become professional graphic designers. Both programs emphasize skill-building, student creativity, interests, and community contributions. Our cultural partners provide learning experiences and additional resources for students and their families. Our small class size and project-based, student-centered curriculum provide individualized attention and prepare students for college and careers in the arts.",2040 Antin Place,bhsva418.com,"Art and Career, Art and Literary Journal, Basketball Club, Computer Graphics, Crocheting, Digital Media, Drama, Fashion Design, Running Club, Sewing, Student Activities Club, Student Government, Visual Arts, Yearbook",Intramural Seasonal Athletic Program; Students participate in the Christopher Columbus PSAL Sports Teams.,10462,40.851577,-73.864438,56.836,14,1,4.82,62.53312993793837,15.52,1.0
11X455,High school,1973,Bronx,Co-op City,X,11,Harry S Truman High School,2018,2081,42.0,57.99999999999999,3.2,49.8,41.7,2.5,2.7,26.200000000000006,8.4,72.0,166.0,89.16,10.75,0.0,2540.0,76.73,15.63," It is a class-leading education close to home. If it sounds too good to be true, come and visit for yourself.",750 Baychester Avenue,bxtrumanhighschool.com,"AFJROTC, After-School and Saturday Tutoring, Best Buddies, buildOn, Chorus, Concert Band, Construction and Engineers Mentor Program for Future Engineers, Creative Writing, Culinary Arts, Debate Team, Drill Team, Gaming Club, Hip-Hop Dance, Journalism, Law Team, Media Arts, Men of Strength, National Honor Society, SAT Preparation, Robotics-FRC, Student Council, Swimming Club, Visual Art, Website Design and Maintenance, Weight Training, Yearbook","Cheerleading, Dance Team, Girls Flag Football, Girls Softball, Step Team, Stunt, Swimming",10475,40.874035,-73.83166899999998,57.57289999999999,26,7,7.039999999999999,62.53312993793837,15.773333333333333,1.0
