dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,mean_score_math,mean_score_ela,overview,address,website,schoolday_duration,uniform,extendedday,summersession,weekendprogram,electiveclasses,activities,othersports,postcode,lat,lon,pupil_teacher_ratio
17K382,Secondary School,2006,Brooklyn,Flatbush,K,17,Academy for College Preparation and Career Explora,2018,360,42.5,57.49999999999999,0.3,75.6,15.6,6.1,2.5,20.3,16.4,83.6,179.0,83.33,11.75,4.64,164.95,198.25,"The Academy for College Preparation and Career Exploration promotes academic excellence and guides students along a path to self-discovery that leads them to the successful completion of high school and college. Our personalized education plan begins in sixth grade with an emphasis on mastery of English language arts, mathematics, career exploration, and college readiness. Our rigorous curriculum links academics to real-life situations through customized internships, mentor programs, and community service programs. A respectful and welcoming school environment is a hallmark of our school. The active participation of parents and guardians is a critical component of our students' success. Special school features include small classes in all grades (75 students per grade), a multi-layered advisory program, academic and peer tutoring, a college and career guidance center, and career exploration, as well as cultural and sporting activities and competitions.","911 Flatbush Avenue, Brooklyn NY 11226",schools.nyc.gov/schoolportals/17/k382,8:05am-2:20pm,"Yes–Top and bottom, specific colors or styles",Yes–After-School,No,Yes–Saturday program,"Art, Music",Advisory ; Art ; Band ; Breast Cancer Walk ; College Preparatory Program ; Community Service ; Computer ; Cooking ; Dance ; Debate ; Diabetes Walk ; Film and Video ; Food Drive ; Gaming ; Internships ; School Newspaper/Journalism ; Science Club ; Step ; Student Government ; Toy Drive,"Football, Soccer",11226.0,40.649786999999996,-73.95855,15.6
17K394,K-8,1999,Brooklyn,Crown Heights North,K,17,M.S. K394,2018,392,53.29999999999999,46.7,9.2,70.7,18.4,1.0,0.8,13.0,7.9,85.2,178.0,90.08,9.41,0.0,188.10000000000002,209.09999999999997,"We believe in engaging all students in learning through the use of technology so that all students are able to compete in an ever-changing technological world. We are committed to ensuring our students are college- and career-ready as well as lifelong learners. By deeply analyzing student work, we make differentiated instructional decisions that best support each individual student. We respect our differences and together celebrate the achievements of everyone.","188 Rochester Avenue, Brooklyn NY 11213",schools.nyc.gov/schoolportals/17/k394,8am-2:20pm,Yes,Yes,Yes–Academic support for certain students.,Yes–Saturday program,"Music, Spanish, Technology",After-School Classes ; BOKS ; Choir ; Cook Shop ; Crochet ; Dance ; Friends of Crown Heights ; Lincoln Center; Making Pre-K Count ; Middle School Quality Initiative (MSQI) ; New Victory Theater ; Partnerships with Urban Advantage ; Positive Behavioral Interventions and Supports (PBIS) ; Regents Prep After-School Program; Response to Intervention Personal Developmental (RTI) ; Robin Hood Foundation ; Spanish Classes ; Studio In the School ; Visual Art Classes,,11213.0,40.672762,-73.927973,13.8
17K484,Junior High-Intermediate-Middle,2006,Brooklyn,Ocean Hill,K,17,Ronald Edmonds Learning Center II,2018,168,55.39999999999999,44.6,3.0,75.0,17.9,1.8000000000000003,2.4,29.2,8.3,86.9,178.0,91.52,8.48,0.0,193.95000000000002,218.75,"Students appreciate that we have developed an environment where they feel supported and heard. Parents like the structure of our program and the emphasis that we place on academic achievement for all students. Additionally, they value our college access initiatives, which include college tours and discussions. They also appreciate our ability to prepare students for high school by having them leave our school with three Regents and six high school credits. We pride ourselves on being a uniformed school where we place emphasis on education.","430 Howard Avenue, Brooklyn NY 11233",,8:15am-2:35pm,Yes,Yes,Yes,Yes,"Advisory Classes, Classroom Inc., Junior Achievement",Boys to Men Service Club ; Brooklyn Community Services Out of School Time (OST) ; CHAMPS ; Chess Club ; Chess Team ; College Tours ; Dance ; Drama ; Foreign Language ; Junior Achievement ; Newspaper ; Sports and Arts in School Foundation ; Student Council ; Urban Advantage ; Video Production ; Visual Art,"Basketball, Flag Football",11233.0,40.673072999999995,-73.91959399999999,11.1
17K543,Secondary School,2003,Brooklyn,Flatbush,K,17,"Science, Technology and Research Early College Hig",2018,576,47.9,52.1,4.3,77.3,13.0,4.2,1.2,15.299999999999999,1.2,77.6,178.0,92.53,3.12,4.17,238.90000000000003,252.79999999999998,"Science, Technology, and Research (STAR) Early College School at Erasmus is a small screened sixth- through twelfth-grade Early College school. Students entering our middle school are placed into one of four houses where they will compete with their peers—academically and athletically—throughout their educational journey, and become part of all aspects of our school community. Our dynamic team of teachers and Brooklyn College professors are eager to prepare students interested in science, mathematics, and technology for college and the working world. With our partners, we offer a range of challenging academic courses that give students firsthand exposure to the demands of high school and college by using field-based and hands-on methods of instruction. Students will use the rich resources on the Brooklyn College and other City University of New York (CUNY) campuses as their learning laboratories. In addition to their high school diploma, our high school students may earn up to 61 college credits, tuition free, from Brooklyn College enabling many of them to begin college as a sophomore or junior at a CUNY, SUNY, or private university.","911 Flatbush Avenue, Brooklyn NY 11226",starearlycollege.org,8:05am-2:19pm,Yes,Yes–After-School,No,Yes–Saturday program for test prep,"Architecture, Art, Beginner, Intermediate, and Advanced Band; Guitar and Keyboarding, Journalism; Music, Robotics. Eligible eighth grade students will be able to enroll in English I & II; US History; Algebra I; Earth Science and/or Living Environment","Acrylic Painting ; Anime ; Breakdancing ; Cheerleading ; Chess ; Journalism ; LEGO Robotics ; Music Composition ; STAR Ink ; Yoga ; Zumba. The House System: Upon entry into STAR all students are entered into a house. Throughout the year, houses compete in both academic and extracurricular activities. Each house is awarded points according to how well they compete. At the end of the year the members of the winning house are awarded a grand trophy as well as an end-of-the-year prize.","Basketball, Dance, Step, Swimming",11226.0,40.649786999999996,-73.95855,17.7
17K590,Secondary School,2000,Brooklyn,Crown Heights South,K,17,Medgar Evers College Preparatory School,2018,1332,54.7,45.3,2.5,86.9,5.4,4.3,0.9000000000000001,6.7,0.4,66.9,178.0,90.87,4.71,4.33,246.60000000000002,269.29999999999995,"Students are immersed in academically challenging studies with requirements that include a three-year sequence in mathematics, Chinese, science, social studies, and the arts. Students have an opportunity to complete the following Regents by the end of eighth grade: Integrated Algebra, Geometry, Algebra II/Trigonometry, Living Environment, Earth Science, Physics, World History, US History, English, and the Chinese LOTE. Student creativity, character development, and social responsibility are encouraged and nurtured through individualized guidance, athletics, clubs, fine and performing arts events, and mentorships.","1186 Carroll Street, Brooklyn NY 11225",mecps.org,8:10am-2:30pm,Yes,Yes–After-School,Yes–Academic support and enrichment,Yes–Saturday program for test prep,"Chorus, Dance, Fine Arts, Marching Band, Piano, Steel Pan",Art Club ; Junior National Honor Society ; Peer Mediation/Tutoring,"Basketball, Dance, Soccer, Swimming",11225.0,40.667195,-73.951167,20.6
17K722,Junior High-Intermediate-Middle,2012,Brooklyn,East Flatbush,K,17,New Heights Middle School,2018,258,43.0,56.99999999999999,0.4,83.3,10.1,4.3,1.9,30.599999999999998,7.8,77.5,178.0,93.16,6.46,0.0,180.35,195.8,"Our scholars are the center of our school. They are supported through a personalized education where we know all of their interests and needs. From online learning, field trips, and solving real-world problems, scholars believe that what they are learning in school is relevant to the real world. They are empowered to be leaders within the school community by taking responsibility in shaping their middle school experience. Scholars voice their interests through their programming of the arts, after-school programs, and advisory. Our parents are part of the school community through an open-door policy which welcomes them to visit our school. Through the Advisory Program, they have a primary point of contact who knows their child’s academic, social, and emotional progress. Additionally, they are kept well-informed on a weekly basis of their child’s progress. We use technology to engage scholars in a challenging curriculum where scholars solve real-world problems in science and social studies.","790 East New York Avenue, Brooklyn NY 11203",newheightsms.org,8:30am-2:50pm,Yes,Yes,Yes,Yes–Saturday program for academic support and enrichment,"Dance, Music, Visual Arts",AMNH ; Botanical Garden ; Brooklyn Connections ; Cheerleading ; Christodora ; Dance ; Dancing Classrooms ; Drumming ; Journalism ; Judo ; Music ; Musical Broadway Jr. ; National Junior Honor Society ; NY Historical Society ; Peer Mediation ; PENCIL ; Scholar Leadership Council ; STEP ; Tech Team ; The Metropolitan Museum of History ; Urban Advantage ; Visual Arts ; Young Men's Initiative,"Ballroom Dancing, Basketball, Flag Football, Running Club, Soccer",11203.0,40.662447,-73.936382,11.0
18K066,K-8,2003,Brooklyn,Canarsie,K,18,P.S. 66,2018,798,49.5,50.5,1.1,85.3,8.5,1.6,3.4000000000000004,13.0,3.6000000000000005,67.5,178.0,93.69,6.18,0.0,218.55,214.70000000000002,"Our school has established the following goals: increase the number of students who are proficient in ELA and Math, organize classes to reflect the diverse needs of the student body including the Scholars Program, engage in parent orientations at the start of each school year in addition to family engagement opportunities every Tuesday to foster parent relationships, and offer a Specialized High School preparation program. To achieve these goals, we cultivate a safe social-emotional learning environment through the implementation of Restorative Practices. Students enjoy Restorative Circles weekly with their peers. An abundance of after-school opportunities are conducted through a partnership with SASF, Monday through Friday. The Student Council has branded our school as the Blue Jays and our proud basketball and cheerleader teams confidently sport that symbol on their uniforms! The 66 Rock Band and the Middle School Urban/Architect artists work in tandem to keep the arts an integral part of the school experience. Finally, 2017 marks the first year that our school will administer the Living Environment Regents.","845 East 96th Street, Brooklyn NY 11236",schools.nyc.gov/schoolportals/18/k066,8am-2:20pm,Yes–Official uniform must be purchased,Yes,Yes,Yes,"Art, Character Education and Service Credits for Seniors, Language, Library, Music: Instrumental and Vocal, Physical Education, Study Skills, Technology",After-School Program (offers enrichment activities) ; Buddy Reading ; Chess ; Chorus ; College Access For All ; Competitive Athletic Tournaments ; Homework Helper ; Keys to Success Program (recognizes and acknowledges positive behavior) ; Parent Association activities-Dances/Talent Show/Bake Sales and Saturday Academy ; Peer Mediation ; Student Council ; Teen Thursdays ; Yearbook,"Basketball, Cheerleading, Dance, Flag Football, Stepping, Yoga",11236.0,40.64883,-73.907774,14.8
18K068,Junior High-Intermediate-Middle,1964,Brooklyn,Canarsie,K,18,I.S. 068 Isaac Bildersee,2018,289,42.6,57.4,4.2,77.5,9.7,1.4,7.3,28.4,23.5,80.6,178.0,91.32,8.33,0.0,185.25,193.6,"I.S. 68 is a school that provides its students with a high-quality education that surrounds Science, Technology, Engineering, Arts, and Mathematics (STEAM). We are a certified Eco-School and are a part of the Billion Oyster Project. Our students learn about science and technology through our pollinating garden and school-wide air purifying initiative. We pride ourselves on our newly implemented robotics program which uses state-of-the-art equipment and 3-D printing. I.S. 68 has a belief system based on Steven Covey's The 7 Habits of Highly Effective People in which students demonstrate positive behavior by being proactive, setting goals, collaborating, and prioritizing. We have a strong focus on student leadership development which is supported by the Leader in Me program. Students also benefit from various partnerships. For example, through our partnership with Long Island University, students have opportunities to visit colleges and universities around the country.","956 East 82nd Street, Brooklyn NY 11236",is68.org,8am-2:20pm,Yes,Yes,Yes,No,,Achieve Now Academy Mentoring Program ; Air Purifying Team ; ARISTA Program ; Art ; Billion Oyster Team ; Brothers Breaking Bread ; Certified Eco-School ; Cheerleading/Step/Dance Club ; Cooking Club ; Eco Team ; Gear-Up College Prep Program ; Girls Empowerment Movement ; Morning Radio Show Club ; Peer Leadership Club ; Pollinating Garden ; Project Citizen's Law Program ; Robotics ; Science Club/Fair ; Student Anti-Bullying Club ; The Leader In Me ; Tutoring ; Urban Advantage School,"Basketball, Football, Soccer, Tennis, Volleyball",11236.0,40.635553,-73.91079,10.5
18K211,Junior High-Intermediate-Middle,1958,Brooklyn,Canarsie,K,18,I.S. 211 John Wilson,2018,436,47.0,53.0,1.8000000000000003,82.3,10.1,2.1,3.7000000000000006,27.1,9.9,80.7,178.0,90.99,8.78,0.0,186.20000000000002,205.89999999999998,"At John Wilson, we integrate technology into the classroom with laptops and SMART Boards. Our students benefit from the supportive environment and innovative approaches that make a positive impact on their lives. Parents appreciate that our school places students into three small thematic academies based on their interests.","1001 East 100th Street, Brooklyn NY 11236",schools.nyc.gov/schoolportals/18/k211,8:20am-2:40pm,Yes,Yes,Yes,Yes,,Art and Design ; Business Club ; Chess Club ; Dance Club ; Drama ; Earth Science ; International Club ; Journalism ; Junior Achievers ; Leadership Club ; Music ; Rites of Passage ; Sesame Flyers,"Basketball, Cheerleading, Soccer, Step, Track and Field, Volleyball",11236.0,40.643278,-73.896212,12.9
18K235,K-8,1930,Brooklyn,East Flatbush,K,18,P.S. 235 Janice Marie Knight School,2018,1220,55.39999999999999,44.6,1.0,92.5,2.9,2.4,1.2,9.2,1.4,65.2,178.0,95.13,4.79,0.0,242.65,248.0,"The Lenox Academy offers an academically accelerated program for middle school students. We provide a high-quality education within a learning environment that supports young learners. Lenox Academy's rigorous academic program, coupled with a highly skilled and experienced staff, has proven successful. Approximately 25 percent of our 8th grade students from the class of 2016 were accepted to specialized high schools. Most have received acceptances to select public high schools, others have accepted placements in private day and boarding schools through scholarships granted by Prep 9. Lenox Academy promotes academic excellence and challenges students to meet NYS standards with distinction. Over 90 percent of our students met standards [Level 3] or met standards with distinction [Level 4] on the 2015-2016 New York State Standardized exams. All of our seniors are administered the English Language Arts Common Core Regents, Living Environment Regents, and Spanish Proficiency exams. A select group of students are administered the Algebra I Regents. Our SONYC after-school program offers expert instruction in martial arts, culinary arts, dance, theater, basketball & volleyball, and photography.","755 East 100th Street, Brooklyn, NY 11236",schools.nyc.gov/schoolportals/18/k235,8:20am-2:40pm,Yes–Top and bottom-specific colors or styles,Yes,No,No,"CPR/AED Training and Certification, Fine Art, Forensics","Career Week Arts-in-Education ; Day Trip to Philadelphia ; Multiple Trips to Brooklyn Museum of Art ; Overnight Trip to Boston or Washington, DC ; Project AIRE ; Symphony Space ; Teaching Growth Mindset ; Theater for a New Audience/Broadway","Basketball, Soccer, Volleyball",11236.0,40.645685,-73.8989,17.6
18K285,Junior High-Intermediate-Middle,1954,Brooklyn,East Flatbush,K,18,I.S. 285 Meyer Levin,2018,752,55.60000000000001,44.4,0.9000000000000001,93.0,3.7000000000000006,1.7000000000000002,0.7,21.9,3.3000000000000003,76.5,178.0,89.52,10.35,0.0,188.10000000000002,211.1,"Our Performing Arts Program provides students with a strong sense of discipline and responsibility. Our teachers take advantage of the natural curiosity, energy, and enthusiasm of sixth through eighth graders. The program supports students at different levels of maturity and includes a balance of teacher-structured and student-initiated activities. The Performing Arts program provides training for beginning and experienced students in dance, drama, instrumental band, steel pan orchestra, and vocal music. The courses represent a selection of introductory classes together with those that fulfill the needs of highly talented young artists. The curriculum focuses on basic skills, a disciplined manner of inquiry, individual creativity, and good study habits. Students are encouraged to work cooperatively and to share their special gifts and talents.","5909 Beverly Road, Brooklyn NY 11203",is285.org,8am-2:50pm,Yes,Yes,Yes,Yes–Saturday program,"Advanced Astral Placement, Dance, Drama, Instrumental Band, Marine Biology, Steel Pan Orchestra, Technology, Vocal Music (Chorus)",Academic Intervention Program ; Annual Theatrical Productions ; Community Day ; Concerts ; Conflict Resolution ; Dance ; Drama ; Drop Everything And Read (DEAR) ; Gaming ; Gospel Choir ; Graphic Design ; Journalism ; Mentoring ; Mid-Winter Recess/Spring Break Test Prep ; SHSAT Prep ; Steel Pan Band ; Student Council ; Technology ; Yearbook,"Basketball, Soccer, Track and Field",11203.0,40.646877,-73.92097700000001,14.2
18K366,Junior High-Intermediate-Middle,2009,Brooklyn,Canarsie,K,18,The Science And Medicine Middle School,2018,399,45.9,54.1,1.5,85.5,9.5,1.3,2.3,20.8,3.0,79.9,178.0,92.98,7.02,0.0,187.14999999999998,206.65,"The Science and Medicine Middle School (SMMS) uses health and medicine as a lens through which students learn core academic subjects, including mathematics, science, social studies, and English language arts. SMMS equips young people with the knowledge and skills to manage their own health and well-being, advocate for community members, and pursue post-high school education preparing them for careers related to health and wellness. We believe that students can, and should, shape their health, education, professional futures, and communities. To that end, SMMS uses a student-centered approach to learning which highlights student voice and engagement as priorities throughout our school. Through our partnerships with universities, hospitals, and other medical facilities, we enable our students to travel on their life's path to high school, post-secondary education, and careers.","965 East 107th Street, Brooklyn NY 11236",schools.nyc.gov/schoolportals/18/k366,8:15am-2:35pm,Yes,Yes,Yes–Academic support for certain students.,No,"Dance, Medical Science, Spanish, Technology, Visual Arts","Big Brothers ; Big Sisters ; CHAMPS Basketball and Soccer ; Chorus ; Debate Team ; Experiential Learning (Trips: High Schools, Colleges, Universities) ; First LEGO League Robotics ; Girl Scouts ; Italian American Civil Rights League (Step Team, Cooking, Karate, African Dance) ; Service Learning (Penny Harvest and Nursing Homes) ; Specialized High School Achievement Test Prep",,11236.0,40.647323,-73.892022,12.3
18K581,Junior High-Intermediate-Middle,2007,Brooklyn,East Flatbush,K,18,East Flatbush Community Research School,2018,268,47.8,52.2,2.2,85.1,5.6,2.2,4.9,26.899999999999995,11.6,85.8,178.0,91.97,7.66,0.0,182.15,198.7,"Our vision is to create a safe environment in which authentic learning experiences build character and empower students to become independent thinkers. Our mission is to provide a Common Core Learning Standards (CCLS)-aligned curriculum, life skills, mentorship, interventions, and enrichment activities that will enhance learning and support the social-emotional growth of our students. At EFCRS, we focus on targeting individual needs. We possess a strong community of teachers who are committed to motivating, engaging, and providing rigorous learning experiences. Our parents appreciate the strong focus on instruction, smaller class sizes, and two and a half hours of expanded-day programming our school offers. Students enjoy the cultural exposure and the unique courses in expanded day. Unique academic offerings include: Algebra Regents Course, Specialized HS Test Prep, and Saturday Academy. Unique expanded-day offerings include: STEM Academy, Robotics, Coding, Cooking, Soccer, Chorus, Drumming, and Theater.","905 Winthrop Street, Brooklyn NY 11203",eastflatbushcrs.org,8am-4:50pm,Yes,Yes,Yes,Yes–Saturday program for test prep,We offer music and health as elective courses.,"Book Club ; Chess ; Coding ; Cooking-EFCRS Top Chef ; Crochet ; Dance ; Double Dutch Club ; Drumming, Flag Football ; EFCRS School Musical ; Film and Media ; Fitness ; Guitar Hero ; Journalism ; Lyric Lounge ; Music Production ; Robotics ; STEM Academy ; Student Government ; Visual Arts",Soccer,11203.0,40.658429999999996,-73.929076,17.2
18K588,Junior High-Intermediate-Middle,2007,Brooklyn,East Flatbush,K,18,Middle School for Art and Philosophy,2018,172,52.900000000000006,47.1,1.2,87.8,8.1,2.3,0.6,30.2,7.6,89.0,178.0,92.53,7.47,0.0,183.25,205.35,"Students at the Middle School for Art and Philosophy (MSAP) engage in a variety of units of instruction throughout the year. Our instruction is concept-based, interdisciplinary, and Common Core-aligned. The infusion of visual arts and applied philosophy courses makes our program unique. Our 21st Century Community Learning Center after-school partnership provides access to the arts through mural painting and a jazz band. We have continued our chorus through a partnership with the Brooklyn Arts Council. Our Elders Share the Arts Program connects students with elders in the community. MSAP students have been invited to perform at The Brooklyn Arts Council's annual fundraiser, the Urban Arts showcase, and a number of other venues. What students like most is that their teachers provide a nurturing environment though a small school structure that holds them accountable for their work and their actions through continuous support and opportunities for improvement.","1084 Lenox Road, Brooklyn NY 11212",ms-ap.org,8:10am-3:07pm,Yes,Yes,No,No,"21st Century Project-Based Learning, Applied Philosophy, Visual and Performing Arts",Additional Friday Enrichment Activities ; Applied Philosophy ; Artists Portfolio Club ; Drama ; Drumming ; Eighth Grade Portfolio Development ; Elders Share the Arts (ESTA) ; G-Squad (Tech Repair) ; Jazz Band ; MSAP Choir ; myOn Reading ; NY Cares at MSAP ; PricewaterCoopers Financial Literacy ; Sports and Arts in Schools Foundation ; Step ; Student Council ; Three Forms of Dance ; Tutoring,"Basketball, Soccer, Track and Field",11212.0,40.658295,-73.920109,9.3
18K763,Junior High-Intermediate-Middle,2014,Brooklyn,East Flatbush,K,18,Brooklyn Science and Engineering Academy,2018,317,43.2,56.8,0.9000000000000001,93.1,4.1,0.9000000000000001,0.9000000000000001,15.5,2.8,77.6,178.0,94.97,4.72,0.0,197.2,221.70000000000002,"At the Brooklyn Science and Engineering Academy, we believe that early exposure to science, technology, engineering, and mathematics (STEM) will support students' overall academic growth, develop their critical-thinking and reasoning skills, and enhance their interest in STEM study and careers. We engage young learners by having them assume the roles of scientists, authors, researchers, engineers, and mathematicians–thus preparing them to compete and succeed in high school, college, and beyond. Hands-on, real-life learning projects will guide instruction and engage our students. Through our partnership with St. John's University, students will have access to STEM-based resources and receive an early college experience. To facilitate the transition from elementary to middle school, we provide a daily advisory class that is grounded in mindfulness, positive behaviors, and goal-setting.","5404 Tilden Avenue, Brooklyn NY 11203",www.brooklynsea.org,8:20am-2:40pm,Yes,No,Yes–Academic support for certain students.,Yes–Saturday program for test prep,"A Capella, Chess, Cooking, Debate, Firefighting, Forensics, Graphic Design, LEGO Robotics, Newspaper, Photography, Step Dancing, The Science of Sports",Art & Design Club ; Chess ; Cooking ; Debate ; Future Problem Solvers ; Homework Help ; LEGO Robotics Club ; Saturday Academy ; Stock Market Club ; Video Game Design Workshops,,11203.0,40.648423,-73.92594799999999,13.3
19K089,K-8,1997,Brooklyn,East New York,K,19,P.S. 089 Cypress Hills,2018,469,49.5,50.5,0.9000000000000001,2.3,95.9,0.9000000000000001,0.0,23.9,43.9,94.9,178.0,94.85,5.15,0.0,178.09999999999997,194.25,"Cypress Hills Community School (CHCS) is a small, community-based, dual-language school where students learn in Spanish and English. The school's mission is for all students to become fully bilingual and bi-cultural, and to be deeply concerned about themselves and each other, their community, and the world. We offer native language instruction to all students, including: Spanish language arts, content area instruction in Spanish, and targeted tutoring groups during the school day and after school. The small environment allows students to develop positive relationships with their teachers, where they benefit from both academic and emotional support. CHCS has developed a philosophy guided by Project CARE (Communication, Accountability, Respect, and Effort). These core values provide a common language we believe is necessary for fostering and maintaining a peaceful and productive environment.","265 Warwick Street, Brooklyn NY 11207",cypresshillscommunityschool.org,8am-2:20pm,Yes,Yes,No,No,"Fitness, Greenhouse, Information Studies, Music, Technology, Visual Art",Advisory ; Art ; Band ; Choir ; Drama ; MOUSE Squad ; Peer Mediation ; Yearbook,Track and Field,11207.0,40.677696999999995,-73.88693599999999,10.7
19K171,Junior High-Intermediate-Middle,1912,Brooklyn,Cypress Hills,K,19,I.S. 171 Abraham Lincoln,2018,418,45.2,54.79999999999999,7.7,8.9,80.9,1.7000000000000002,1.0,18.9,29.4,94.0,178.0,92.74,6.78,0.0,182.50000000000003,202.70000000000002,"Welcome to I.S. 171, Home of the Lincoln Scholar. We at Abraham Lincoln Intermediate School 171 are a community of educators dedicated to the belief that every child can learn and is entitled to a high-quality education. Our students have the opportunity to take the Algebra and US History Regents courses as well the Spanish Language Proficiency exam. We were the first in the city to host the Middle School Student Success Center (MSSSC), which focuses on supporting students' high school and college choice and preparation. Students can choose from visual arts, debate, theater arts, Spanish, coding, and physical education electives. We offer the following after-school programs: Theater/Drama, Video Game Truck, Modeling & Etiquette, and Debate Team. Students can also participate in Student Government, Project BOOST, STEM Club, Student Dances, College Prep assemblies, and MSSSC year-long activities. We also host Family Honor Roll dinners, Student of the Month assemblies, family movie nights, staff vs. student basketball games, and our annual Community Carnival.","528 Ridgewood Avenue, Brooklyn NY 11208",schools.nyc.gov/schoolportals/19/k171,8am-2:20pm,Yes,Yes,Yes–Academic support for certain students,Yes–Saturday program,"Coding, Debate, Humanities and Spanish, Physical Education, Theater, Visual Arts",After-School English as a New Language Courses ; Basketball Team ; Enrichment After-School ELA and Math Courses ; Karate ; Modeling & Etiquette ; STEM Club ; Saturday Academy ; Soccer Club ; Students Government ; Theater Club ; Video Game Truck ; Yearbook Club,"Boys Basketball Team, Soccer Club",11208.0,40.68618,-73.869625,12.6
19K218,Junior High-Intermediate-Middle,1964,Brooklyn,East New York,K,19,J.H.S. 218 James P. Sinnott,2018,428,48.1,51.9,17.8,42.3,36.4,1.9,1.6,27.3,24.3,97.0,178.0,88.48,11.29,0.0,175.3,185.7,"James P. Sinnott has a magnet program focused on health and health professions. There is also a wellness committee which focuses on a month-by-month health theme that is ingrained in the culture of the school. We offer students an Honors program with Regents courses, Spanish Dual Language Cohort, and a Dance Cohort. We also have the only Day NYPD/FDNY Explorer Program with the Learning for Life advisory curriculum. All students are exposed to restorative circles in advisory. As participants in New York City's iTeach/iLearn program, students receive a laptop computer for daily use in each class and all classrooms are outfitted with SMART Boards. Parents are always invited to our school to help build culture and to celebrate our students. We provide our students with a stable, secure, and structured learning environment and the highest quality classroom instruction. A wide variety of support and intervention services are also offered. We strive to achieve academic excellence.","370 Fountain Avenue, Brooklyn NY 11208",schools.nyc.gov/schoolportals/19/k218,8am-2:20pm,Yes,Yes,Yes–Academic support and enrichment,Yes–Saturday program,,Cheerleading ; Chorus ; Cooking Club ; Dance ; Health and Health Professions Committee ; iSquad ; James P. Sinnott Magnet Program ; Mighty Milers ; Sinnott Gardeners ; Stepping ; Wellness Committee ; Yoga,"Baseball, Basketball, Soccer, Track, Volleyball, Weightlifting",11208.0,40.670724,-73.874208,11.7
19K292,Junior High-Intermediate-Middle,1967,Brooklyn,East New York,K,19,J.H.S. 292 Margaret S. Douglas,2018,563,47.1,52.900000000000006,14.6,48.5,32.1,1.8000000000000003,3.0,25.6,16.0,94.3,178.0,89.17,10.65,0.0,199.65,208.15,"The mission of J.H.S. 292 is to create a secure environment that embraces each student's individual talents and maximizes his or her potential. Our programs assist in preparing students for higher education while developing their sense of responsibility and building self-esteem. In our quest to produce successful young adults, we have created an open-door policy where teachers, parents, and students work side by side on academics and life experiences to further the growth of students. This is done by the implementation and sustenance of mentoring groups and Student Council, all of which focus on fostering leadership potential, community service, and helping students gain the world view that they need. Parents are impressed by the fact that we offer a performing arts component where each child has the opportunity to participate in an elective that will complement their academics, making them well-rounded citizens.","301 Vermont Street, Brooklyn NY 11207",schools.nyc.gov/schoolportals/19/k292,8:20am-2:40pm,Yes,Yes,Yes–Academic support and enrichment,Yes–Saturday program,"African Drumming & African Dance, Computer Repair, Contemporary Dance, Culinary Arts, Drama, DREAM (Specialized High School Institute), Dressmaking, Fitness, Hip-Hop Dance, Instrumental Music, Martial Arts, Photography, Robotics, Technology, Videography, Visual Arts",Ambi Sisters ; Chess ; Field Trips (tied to the curriculum) ; Fitness ; Graphic Design ; Honors Classes ; Interdisciplinary Curriculum ; Martial Arts ; Mentoring Groups ; Music ; National Junior Honor Society (NJHS) ; Photography ; Visual Arts ; Young Men Mentoring Group,"Basketball, Flag Football",11207.0,40.671987,-73.893896,13.2
19K364,Junior High-Intermediate-Middle,1999,Brooklyn,Starrett City,K,19,I.S. 364 Gateway,2018,329,46.5,53.5,0.9000000000000001,69.3,25.8,1.2,2.7,28.000000000000004,1.8000000000000003,81.5,178.0,90.88,9.12,0.0,179.85,202.45000000000002,"Our FALCONS enjoy the personalized attention that they receive in our small, nurturing learning academies. Our small academies afford us the opportunity to provide a nurturing environment, where students are able to create lasting relationships with the staff. We strive to cultivate a dynamic environment of advanced thinkers, high achievers, and model citizens. The staff works to develop an educational program based on the unique needs of each student. In collaboration with parents, we support the intellectual, emotional, and social growth of students. We strive for academic excellence by maintaining high expectations. We believe that every child can and will succeed academically and will be able to develop a strong personal sense of discipline and social responsibility. Gateway FALCONS are provided with a rich academic curriculum which is enhanced through the use of SMART Boards and mobile computer labs and differentiated based on student need. Our open-door policy ensures that parents will have full access to their child and parents are able to continuously check their child's progress through the use of our computer grading system. Gateway FALCONS have been accepted into TEAK, Prep for Prep, and A Better Chance programs.","1426 Freeport Loop, Brooklyn NY 11239",schools.nyc.gov/schoolportals/19/k364,8am-2:20pm,"Yes–Top, bottom, and shoes; specific colors or styles",Yes,Yes,Yes,"Chess, Chorus, Dance, Debate, Drama, Fitness, Visual Arts",Aerobics/Fitness Program ; American Sign Language ; Book Club ; Chess Club ; Dance ; Drama ; ELA and Mathematics Preparation Program ; Leadership Club ; Martial Arts ; Mural Making ; Music Production ; NYJTL Compass Program ; Publishing Club ; Regents Preparation ; Specialized High Schools Preparation Courses,"Basketball, Track and Field",11239.0,40.645806,-73.881671,13.3
